userId,rbar_u
1,3.742857142857143
55,4.166666666666667
71,4.322222222222222
77,3.605
85,4.22463768115942
110,3.6796875
120,3.4583333333333335
131,2.1983758700696057
132,3.62089552238806
146,3.409090909090909
169,3.8633093525179856
170,4.073891625615763
178,4.395833333333333
207,2.9285714285714284
211,4.031746031746032
212,3.58
227,3.2142857142857144
228,3.4857142857142858
253,3.9761904761904763
290,3.5654761904761907
315,3.123076923076923
316,3.3294573643410854
326,3.2857142857142856
361,4.05
398,4.107142857142857
405,3.9047619047619047
421,3.321505376344086
424,2.80119825708061
427,3.0704697986577183
444,3.6862745098039214
478,4.313432835820896
520,4.246724890829694
526,2.867816091954023
549,3.843601895734597
552,3.4862385321100917
568,4.222222222222222
577,3.946327683615819
583,3.282608695652174
588,4.075
603,3.5899280575539567
605,4.633333333333334
618,3.375
628,3.9857142857142858
643,3.4927536231884058
647,3.439655172413793
650,3.6423357664233578
651,3.988888888888889
661,3.089820359281437
666,3.8970588235294117
667,2.8402777777777777
674,3.9523809523809526
724,4.1875
733,3.4915254237288136
734,3.8676470588235294
744,3.575868372943327
748,3.376237623762376
754,2.6341463414634148
782,3.5245901639344264
789,4.293103448275862
792,3.654494382022472
824,3.7865853658536586
855,4.159090909090909
880,3.5
884,3.152173913043478
899,3.193548387096774
933,4.0
940,3.3540268456375837
955,2.7885117493472587
968,3.130952380952381
976,4.045454545454546
993,3.8333333333333335
1005,3.4166666666666665
1018,3.6666666666666665
1019,4.134146341463414
1024,3.3582089552238807
1028,4.154929577464789
1054,4.461538461538462
1067,3.6666666666666665
1076,3.966666666666667
1083,4.068965517241379
1115,3.27027027027027
1127,4.024390243902439
1153,3.515151515151515
1170,3.1515151515151514
1174,2.9035087719298245
1188,4.0
1189,3.3260869565217392
1222,3.8525390625
1238,3.731958762886598
1269,3.6363636363636362
1279,3.6846153846153844
1285,3.5342465753424657
1332,3.892857142857143
1335,3.5808823529411766
1361,3.9555555555555557
1371,4.315217391304348
1386,4.31924882629108
1394,3.9047619047619047
1463,3.2966101694915255
1475,3.471590909090909
1484,2.945945945945946
1511,3.4594594594594597
1512,3.7058823529411766
1566,2.91016548463357
1587,3.424715909090909
1588,3.371212121212121
1616,2.6912144702842378
1623,3.6826923076923075
1629,3.620950323974082
1643,2.648910411622276
1644,3.354967948717949
1654,4.0
1661,4.282051282051282
1665,3.744131455399061
1695,3.259259259259259
1707,3.5894736842105264
1716,3.8731617647058822
1756,3.168141592920354
1812,3.9491525423728815
1834,3.348314606741573
1844,3.2853333333333334
1853,4.4523809523809526
1855,3.285412262156448
1897,4.258064516129032
1899,3.146153846153846
1904,3.2264150943396226
1911,3.25
1925,4.215083798882682
1955,3.58974358974359
1980,4.200980392156863
2003,3.5098039215686274
2006,3.0082644628099175
2014,3.067873303167421
2017,3.3684210526315788
2019,3.4705882352941178
2039,3.45
2040,3.6714285714285713
2052,4.017241379310345
2074,3.7142857142857144
2079,3.3518518518518516
2081,3.6705336426914155
2102,3.525
2104,3.491489361702128
2108,3.628787878787879
2130,3.526315789473684
2140,4.157360406091371
2152,3.066666666666667
2166,3.1588785046728973
2168,3.710526315789474
2170,3.8973214285714284
2182,3.88
2200,3.807017543859649
2236,2.3780487804878048
2256,3.3944954128440368
2270,3.734848484848485
2285,2.883116883116883
2320,3.0122324159021407
2321,3.3125
2336,3.75
2348,3.7413793103448274
2367,3.666095890410959
2405,3.857142857142857
2423,4.1688311688311686
2442,3.48
2462,3.1875
2481,3.4482758620689653
2483,3.1125703564727956
2485,3.58
2486,3.212121212121212
2503,3.792682926829268
2519,4.1923076923076925
2526,3.0625
2559,2.42
2606,3.8732394366197185
2613,2.9565217391304346
2626,3.400735294117647
2635,4.076923076923077
2637,4.088235294117647
2645,3.306451612903226
2653,3.5789473684210527
2690,3.8
2697,3.9302325581395348
2700,4.304347826086956
2703,4.203125
2723,4.026666666666666
2750,3.4692307692307693
2789,3.796875
2799,2.85
2817,3.125
2850,3.1379310344827585
2894,3.8348837209302324
2907,4.442622950819672
2914,2.686991869918699
2918,3.7965367965367967
2926,3.8225806451612905
2935,4.3
2987,3.1666666666666665
2994,3.5
2995,3.2695652173913046
2996,2.9903846153846154
3013,3.2705882352941176
3049,4.122448979591836
3055,4.239130434782608
3083,3.4893617021276597
3096,4.051724137931035
3118,3.574074074074074
3135,3.891891891891892
3140,3.0833333333333335
3142,3.526315789473684
3152,3.5060240963855422
3165,3.353801169590643
3168,3.175
3179,3.160311958405546
3192,3.6704119850187267
3205,3.805084745762712
3216,4.2384615384615385
3238,3.5259740259740258
3239,4.005681818181818
3249,3.315315315315315
3255,3.9615384615384617
3298,2.85
3300,3.39
3303,3.5833333333333335
3336,4.111111111111111
3340,4.156462585034014
3358,3.367052023121387
3364,4.243276283618582
3384,3.5728643216080402
3386,4.089928057553957
3401,3.0952380952380953
3409,3.9127906976744184
3429,3.8943661971830985
3432,3.7971014492753623
3436,3.6818181818181817
3455,3.912280701754386
3466,3.1615384615384614
3469,3.341549295774648
3493,4.72
3515,3.9550224887556222
3548,3.1223175965665235
3554,3.221498371335505
3556,3.859872611464968
3557,3.825
3566,3.9743589743589745
3588,3.557894736842105
3598,4.181818181818182
3605,3.8051948051948052
3617,4.032558139534884
3670,4.305084745762712
3671,3.8079365079365077
3691,2.888888888888889
3710,3.533333333333333
3734,3.830508474576271
3735,3.5142857142857142
3749,3.840909090909091
3760,3.92
3790,4.107142857142857
3793,3.646153846153846
3835,3.6341463414634148
3868,4.202247191011236
3902,3.6666666666666665
3915,3.3579881656804735
3944,3.806985294117647
3955,4.051282051282051
3958,4.080357142857143
3962,3.671875
3964,3.4583333333333335
3993,3.073529411764706
3994,3.69
4006,3.9565217391304346
4007,3.397196261682243
4012,3.806451612903226
4040,3.7477064220183487
4052,3.433734939759036
4062,4.114285714285714
4064,3.6538461538461537
4068,3.893617021276596
4085,3.652173913043478
4104,3.6363636363636362
4121,2.6363636363636362
4134,4.017857142857143
4172,3.932394366197183
4174,3.935483870967742
4210,4.477777777777778
4222,3.9716020368194282
4232,2.8
4260,3.7818181818181817
4264,3.426829268292683
4267,3.611111111111111
4280,3.1739130434782608
4285,3.155619596541787
4309,3.42434988179669
4329,2.533112582781457
4332,4.016272189349112
4335,2.8793103448275863
4360,3.848684210526316
4363,3.375
4374,3.7695652173913046
4381,4.026315789473684
4396,3.53125
4405,3.3125
4408,3.875
4435,3.490566037735849
4452,3.6470588235294117
4457,4.0
4459,4.131147540983607
4474,3.593103448275862
4478,3.6545454545454548
4510,3.560344827586207
4512,3.8
4523,3.7333333333333334
4533,3.585714285714286
4573,3.9242424242424243
4587,3.509419152276295
4618,3.3438914027149322
4666,3.990740740740741
4679,3.35
4690,3.380952380952381
4700,3.7918781725888326
4706,4.083333333333333
4708,3.7450980392156863
4745,3.7956656346749225
4746,3.914473684210526
4747,4.3478260869565215
4771,4.164179104477612
4784,4.09622641509434
4786,3.447309417040359
4800,3.8857142857142857
4803,4.0
4808,3.5691489361702127
4809,3.7777777777777777
4812,3.7113821138211383
4844,4.023529411764706
4845,3.880952380952381
4872,4.0
4873,3.1875
4880,4.115384615384615
4890,3.1785714285714284
4913,3.9444444444444446
4925,3.85
4950,3.0306451612903227
4952,4.080952380952381
4960,3.658273381294964
4978,3.040960451977401
4982,4.125
4992,3.959090909090909
5009,4.277777777777778
5019,3.37007874015748
5028,3.8181818181818183
5034,3.2527777777777778
5058,3.75
5074,3.1720183486238533
5086,3.875
5087,4.175
5102,3.372998932764141
5104,4.406015037593985
5140,3.0357142857142856
5157,3.779007971656333
5170,4.0
5195,3.53601108033241
5196,4.363636363636363
5226,3.53125
5227,3.290909090909091
5229,3.3541666666666665
5235,4.388888888888889
5237,3.027027027027027
5247,3.7131147540983607
5293,3.25
5298,4.125
5308,3.3529411764705883
5310,3.027027027027027
5312,3.4269230769230767
5322,3.307511737089202
5327,3.6
5339,4.28
5369,3.7916666666666665
5441,3.490322580645161
5443,3.8555133079847907
5444,2.1557377049180326
5467,3.7051282051282053
5484,3.44
5493,3.685185185185185
5502,4.043478260869565
5513,4.034951456310679
5526,3.5829383886255926
5611,4.029940119760479
5621,3.9445727482678983
5630,3.6666666666666665
5635,3.787878787878788
5665,3.585714285714286
5672,3.5
5681,3.0861244019138754
5692,4.566666666666666
5697,4.0588235294117645
5712,3.578125
5728,3.5476190476190474
5729,4.2040133779264215
5753,3.799363057324841
5782,3.5344827586206895
5824,3.975609756097561
5828,3.8378378378378377
5830,3.2300613496932513
5898,4.130681818181818
5916,3.742857142857143
5938,4.371794871794871
5951,4.042207792207792
5965,3.227272727272727
5975,4.520833333333333
5981,4.076923076923077
5997,2.9375
6002,4.1811224489795915
6007,3.2925
6010,3.425
6013,2.767857142857143
6029,3.6666666666666665
6065,3.7383177570093458
6071,3.6051136363636362
6082,3.845953002610966
6111,3.306543385490754
6123,2.857142857142857
6135,3.9583333333333335
6162,3.8607142857142858
6172,3.265625
6175,3.3695028680688335
6183,3.8378378378378377
6185,3.8095238095238093
6189,4.222222222222222
6195,3.576923076923077
6205,3.35
6212,3.835616438356164
6220,3.537878787878788
6247,3.683206106870229
6257,4.176724137931035
6259,3.6285714285714286
6281,3.769230769230769
6299,3.5953757225433525
6319,4.070652173913044
6355,3.960526315789474
6371,3.642172523961661
6391,4.230769230769231
6394,3.646067415730337
6404,3.3636363636363638
6477,3.7
6489,3.3896103896103895
6498,3.323529411764706
6511,2.8811188811188813
6521,4.714285714285714
6536,3.5
6557,3.5
6571,3.398360655737705
6591,3.375
6598,3.5
6611,3.779310344827586
6653,3.2
6661,3.9811046511627906
6668,3.2
6683,4.175
6719,3.4512692656391657
6728,3.4672131147540983
6731,4.309917355371901
6743,3.6035353535353534
6780,3.857142857142857
6794,3.4295774647887325
6798,3.0689655172413794
6802,4.857142857142857
6831,3.75
6841,3.727272727272727
6853,3.547169811320755
6855,4.0
6862,2.7534246575342465
6871,3.8181818181818183
6885,3.32
6890,3.549019607843137
6910,3.7918088737201363
6914,1.525
6917,3.0866141732283463
6923,3.0434782608695654
6940,3.8701298701298703
6951,4.442622950819672
6952,3.3155339805825244
6971,4.012820512820513
6984,3.5714285714285716
6994,3.4
7005,3.80327868852459
7024,2.50381679389313
7104,4.104761904761904
7111,4.142857142857143
7118,4.075
7144,3.9814814814814814
7151,2.92
7161,3.515151515151515
7167,3.475
7170,4.025
7182,2.428240740740741
7192,3.8181818181818183
7235,3.6930693069306932
7297,3.1184210526315788
7364,3.4193548387096775
7376,3.2333333333333334
7383,3.55
7385,4.1875
7400,3.430894308943089
7429,3.720379146919431
7456,3.6153846153846154
7467,3.9313725490196076
7482,3.6080246913580245
7496,3.6776155717761556
7500,3.92
7513,3.902439024390244
7516,4.078947368421052
7518,4.161417322834645
7523,3.90625
7531,4.2894295302013425
7545,3.2203125
7555,4.312849162011173
7556,3.7586206896551726
7589,3.7
7596,3.9903846153846154
7619,3.8421052631578947
7623,3.84
7633,3.4185185185185185
7635,4.128065395095367
7639,3.4211822660098523
7642,3.4285714285714284
7643,3.95
7650,3.189189189189189
7651,3.4184397163120566
7665,3.467741935483871
7681,3.4148936170212765
7690,4.052631578947368
7692,3.8333333333333335
7762,3.9482758620689653
7795,4.206896551724138
7798,3.890728476821192
7841,3.5277777777777777
7848,3.9347826086956523
7867,3.7
7878,4.119047619047619
7892,3.5042372881355934
7902,3.625
7912,3.078125
7916,3.040498442367601
7957,2.725
7958,3.4
7961,3.757142857142857
7974,4.105769230769231
7982,3.777142857142857
7993,3.8636363636363638
8016,3.7870967741935484
8038,3.654639175257732
8045,4.258928571428571
8058,4.357142857142857
8061,4.32
8066,3.7701149425287355
8080,3.6623376623376624
8091,4.18018018018018
8093,3.2103896103896106
8112,4.024193548387097
8119,3.508771929824561
8126,4.0
8132,4.161971830985915
8147,3.480392156862745
8162,3.268835616438356
8176,3.717948717948718
8203,3.723076923076923
8244,3.6666666666666665
8248,3.7071428571428573
8254,3.925
8255,3.933333333333333
8262,2.6129032258064515
8265,3.5324324324324325
8269,3.85
8270,3.8563218390804597
8294,3.4411764705882355
8311,3.7066666666666666
8321,3.65
8347,3.263888888888889
8399,3.2653061224489797
8412,4.011853448275862
8417,4.00561797752809
8426,3.4875
8429,3.909090909090909
8433,4.358823529411764
8436,3.4186046511627906
8472,4.1
8475,4.172106824925816
8481,3.7
8522,2.869565217391304
8523,2.8278688524590163
8527,4.471830985915493
8535,3.6911764705882355
8537,4.083333333333333
8559,3.9740259740259742
8565,3.8
8587,3.9516129032258065
8588,3.050632911392405
8591,3.6382978723404253
8701,3.6578947368421053
8733,4.0
8745,3.1136363636363638
8749,3.5918367346938775
8779,4.342105263157895
8781,4.333333333333333
8794,4.023809523809524
8804,4.171171171171171
8837,3.4456521739130435
8871,3.6704545454545454
8873,4.1371681415929205
8885,4.0227272727272725
8896,3.7344632768361583
8914,4.431372549019608
8930,3.287671232876712
8953,3.3
8966,3.9776067179846044
8971,4.536585365853658
8978,3.6451612903225805
8981,3.566666666666667
8991,3.189873417721519
9002,2.88
9003,3.8333333333333335
9005,4.174603174603175
9054,3.3137254901960786
9056,4.004587155963303
9057,3.5454545454545454
9058,3.380952380952381
9065,2.8333333333333335
9080,4.24
9093,4.07201646090535
9102,3.25
9121,3.3293413173652695
9128,3.358490566037736
9135,4.1652892561983474
9147,4.029661016949152
9152,2.6666666666666665
9171,4.295454545454546
9184,2.8789237668161434
9185,3.642384105960265
9195,3.1486486486486487
9206,2.880952380952381
9211,2.9696969696969697
9231,4.0264367816091955
9235,3.970873786407767
9236,3.477272727272727
9240,3.735294117647059
9250,3.325
9252,3.4512711864406778
9254,3.9615384615384617
9255,4.134146341463414
9257,4.441860465116279
9274,3.4779411764705883
9284,2.7958579881656807
9297,3.6893939393939394
9320,3.5631578947368423
9337,3.830357142857143
9342,3.3333333333333335
9357,3.753846153846154
9362,3.127261761158022
9377,3.9857142857142858
9384,3.393939393939394
9394,3.3963414634146343
9403,3.2489905787348587
9404,4.303571428571429
9422,2.875
9438,3.7992700729927007
9471,3.127946127946128
9473,3.55
9490,3.5992239467849223
9494,3.90625
9502,3.65
9535,2.6341463414634148
9541,3.7
9546,4.038461538461538
9581,3.481012658227848
9583,3.4022988505747125
9584,4.370629370629371
9596,3.130952380952381
9609,4.048192771084337
9624,3.3
9634,4.019607843137255
9660,3.756476683937824
9670,4.075
9671,3.522727272727273
9673,3.435
9681,3.546938775510204
9689,3.5952380952380953
9733,1.7962962962962963
9743,3.73
9751,3.7384615384615385
9795,3.619718309859155
9797,3.866442953020134
9798,3.3095684803001877
9816,4.222222222222222
9849,2.827205882352941
9858,4.2073170731707314
9862,4.151515151515151
9902,3.448717948717949
9907,4.182539682539683
9943,3.9879518072289155
9964,3.3991416309012874
9969,3.9444444444444446
9987,3.8135593220338984
9989,3.4594594594594597
9991,3.94
9995,3.968503937007874
9997,3.316326530612245
10015,3.5
10017,3.4934640522875817
10045,3.903225806451613
10080,3.806451612903226
10082,3.1923076923076925
10095,4.370786516853933
10129,3.5216494845360824
10151,2.9737991266375547
10161,3.864864864864865
10184,4.043478260869565
10227,3.1767241379310347
10232,3.393939393939394
10248,3.835115864527629
10251,3.225806451612903
10264,3.540983606557377
10266,3.9166666666666665
10300,4.283333333333333
10306,2.8181818181818183
10309,4.014836795252226
10381,4.177536231884058
10418,2.97
10461,3.4745762711864407
10468,4.085365853658536
10489,4.0475
10504,3.3846153846153846
10510,3.642857142857143
10519,3.284263959390863
10530,3.6604938271604937
10533,3.967741935483871
10539,3.266990291262136
10542,3.0
10563,3.269662921348315
10568,4.481203007518797
10582,3.5869565217391304
10594,4.28
10642,3.348122866894198
10651,2.964391691394659
10674,4.457142857142857
10679,3.7866666666666666
10694,3.785024154589372
10721,3.5125698324022347
10732,3.427325581395349
10744,3.411660777385159
10745,3.5952380952380953
10820,3.34375
10848,3.6231751824817517
10858,3.6875
10862,3.48
10866,2.788519637462236
10878,3.852
10880,3.440677966101695
10889,4.151515151515151
10958,3.6511627906976742
10959,3.9615384615384617
10960,4.018382352941177
10965,3.25
10975,3.9411764705882355
10983,3.3529411764705883
10986,3.3714285714285714
10999,3.4446308724832213
11056,3.76
11116,3.5365853658536586
11126,3.2903225806451615
11146,3.1964285714285716
11151,2.283333333333333
11159,3.8588235294117648
11165,3.3835820895522386
11172,3.857142857142857
11179,4.0625
11180,3.75
11193,3.6135265700483092
11200,3.8689788053949905
11282,3.3333333333333335
11300,3.3207547169811322
11303,3.5245901639344264
11313,3.1353711790393013
11314,3.0344827586206895
11369,3.388888888888889
11391,4.073170731707317
11398,4.114457831325301
11401,3.880232558139535
11435,3.270186335403727
11446,4.444444444444445
11475,3.525
11489,3.099056603773585
11497,3.900900900900901
11499,3.4516129032258065
11500,2.8666666666666667
11556,2.076923076923077
11571,3.445
11577,4.0212765957446805
11593,3.5125
11621,3.7333333333333334
11634,4.220338983050848
11641,3.5885714285714285
11645,3.264925373134328
11651,4.265151515151516
11656,4.0
11675,4.0
11696,3.441860465116279
11705,4.159090909090909
11728,3.096685082872928
11737,3.375
11744,4.391304347826087
11761,3.7301790281329925
11766,3.8245967741935485
11768,3.710691823899371
11789,3.891089108910891
11798,3.252450980392157
11809,3.5535714285714284
11824,3.710526315789474
11829,4.159817351598173
11836,3.3066298342541436
11839,3.7066666666666666
11877,3.6901408450704225
11882,3.608108108108108
