movieId,rbar_i
1,3.935017026106697
2,3.2382911392405065
3,3.1951901565995526
4,2.85929648241206
5,3.0755478662053055
6,3.8619489559164735
7,3.353467561521253
8,3.2409090909090907
9,3.0661016949152544
10,3.4651218346870523
11,3.684049079754601
12,2.710909090909091
13,3.4572649572649574
14,3.4068736141906872
15,2.8215962441314555
16,3.7887763055339048
17,3.978585334198572
18,3.3461538461538463
19,2.6091216216216218
20,2.8843648208469057
21,3.614143192488263
22,3.3333333333333335
23,3.220496894409938
24,3.170494699646643
25,3.696116504854369
26,3.6834170854271355
27,3.5688073394495414
28,4.038461538461538
29,3.939935064935065
30,3.6770833333333335
31,3.2492354740061162
32,3.898016997167139
33,3.25
34,3.6599479843953184
35,3.4952830188679247
36,3.9256444150693985
37,2.875
38,2.75
39,3.439627659574468
40,3.574626865671642
41,3.8901408450704227
42,2.994350282485876
43,3.475806451612903
44,2.64527027027027
45,3.3757911392405062
46,3.33195020746888
47,4.0356340288924555
48,2.941823899371069
49,3.5454545454545454
50,4.3365356622998545
51,1.5
52,3.5638297872340425
53,3.8636363636363638
54,3.0522388059701493
55,3.1691176470588234
56,2.2142857142857144
57,3.3141025641025643
58,3.9775280898876404
59,3.107142857142857
60,3.099798387096774
61,3.161676646706587
62,3.7445614035087718
63,2.9508670520231215
64,2.735074626865672
65,2.4495677233429394
66,2.1878980891719744
67,3.6333333333333333
68,3.3947368421052633
69,3.548494983277592
70,3.2713483146067417
71,2.472826086956522
72,3.4482758620689653
73,3.8679245283018866
74,3.3490196078431373
75,2.8448275862068964
76,3.0580524344569286
77,3.4318181818181817
78,3.3333333333333335
79,3.1875
80,3.7613636363636362
81,3.1535087719298245
82,3.982587064676617
83,3.5531914893617023
84,3.2333333333333334
85,3.4858490566037736
86,3.4789644012944985
87,2.537878787878788
88,3.1578947368421053
89,3.1434599156118144
90,3.0833333333333335
92,2.7134502923976607
93,2.449640287769784
94,3.346
95,3.10752688172043
96,3.423076923076923
97,3.9966442953020134
98,2.6
99,2.935483870967742
100,3.161184210526316
101,3.759075907590759
102,2.578767123287671
103,3.337078651685393
104,3.4135753749013418
105,3.4241573033707864
106,3.5625
107,3.2995642701525054
108,3.4444444444444446
109,3.0
110,4.045188391038696
111,4.166477595008508
112,3.449352179034158
113,3.1627906976744184
114,3.25
115,4.0
116,4.201492537313433
117,3.5549450549450547
118,3.108974358974359
119,3.1538461538461537
120,2.6818181818181817
121,3.9324324324324325
122,2.9345454545454546
123,3.964673913043478
124,3.3541666666666665
125,3.8238866396761133
126,2.3676470588235294
127,2.8
128,3.8
129,3.0
130,5.0
131,3.235294117647059
132,2.8452380952380953
134,3.25
135,3.0023696682464456
136,3.6363636363636362
137,3.075
138,3.0714285714285716
139,2.5
140,3.303867403314917
141,3.5361904761904763
142,3.25
143,1.75
144,3.4101307189542482
145,3.2779740871613665
146,2.9302325581395348
147,3.5529010238907848
148,2.7037037037037037
149,3.6777777777777776
150,3.876237623762376
151,3.542222222222222
152,3.303921568627451
153,2.9043367346938775
154,3.8620689655172415
155,3.308988764044944
156,3.536036036036036
157,2.7556818181818183
158,3.0178764897074757
159,3.2857142857142856
160,2.6404805914972274
161,3.7363530778164926
162,4.022573363431151
163,3.4580745341614905
164,3.460725075528701
165,3.504517453798768
166,2.8375
167,2.25
168,3.101390498261877
169,2.4153225806451615
170,3.213660245183888
171,3.6728971962616823
172,2.7146017699115044
173,2.561054579093432
174,2.7434210526315788
175,3.516320474777448
176,3.9241573033707864
177,2.947976878612717
178,3.4444444444444446
179,2.6346153846153846
180,3.587096774193548
181,1.9844559585492227
182,2.872549019607843
183,3.4166666666666665
184,2.6538461538461537
185,3.1135480288728483
186,2.924563591022444
187,3.4452054794520546
188,3.4853658536585366
189,3.0416666666666665
190,3.447058823529412
191,2.7058823529411766
192,3.3333333333333335
193,2.296577946768061
194,3.826388888888889
195,3.075221238938053
196,2.8216463414634148
197,2.5454545454545454
198,3.3559941520467835
199,3.6327433628318584
200,2.9615384615384617
201,2.826923076923077
202,3.1956521739130435
203,3.0884520884520885
204,3.0130505709624797
205,3.3645833333333335
206,3.2903225806451615
207,3.447242206235012
208,2.831570996978852
209,2.795918367346939
210,3.1973684210526314
211,3.5961538461538463
212,2.8088235294117645
213,3.9921259842519685
214,4.030769230769231
215,3.769230769230769
216,3.3069306930693068
217,2.76
218,3.3684210526315788
219,3.5
220,2.4375
222,3.561320754716981
223,3.883190883190883
224,3.426771653543307
225,3.28494623655914
226,3.25
227,3.0523076923076924
228,2.978723404255319
229,3.6047120418848166
230,3.6174863387978142
231,2.9765389582436503
232,4.053444180522566
233,3.484189723320158
234,2.7167381974248928
235,3.688284518828452
236,3.3412969283276452
237,3.255434782608696
238,3.234042553191489
239,3.040909090909091
240,3.1587301587301586
241,3.1052631578947367
242,3.48125
243,2.638888888888889
244,2.5
245,2.875
246,4.079301075268817
247,3.8794871794871795
248,3.0316742081447963
249,3.6988636363636362
250,2.898550724637681
251,3.0161290322580645
252,3.2046413502109705
253,3.476431829700963
254,2.888888888888889
255,2.5
256,2.804985337243402
257,3.4583333333333335
258,2.618320610687023
259,3.0528455284552845
260,4.175720479469523
261,3.6762295081967213
262,3.761986301369863
263,3.578125
264,3.3636363636363638
265,3.8992117117117115
266,3.5522904062229905
267,2.8822463768115942
268,3.1372549019607843
269,3.3488372093023258
270,3.176190476190476
271,3.2621951219512195
272,3.7611301369863015
273,3.123246492985972
274,2.8214285714285716
275,2.839622641509434
276,3.013853904282116
277,3.4466666666666668
278,2.925
279,3.6454545454545455
280,3.6671159029649596
281,3.6800766283524906
282,3.4195624195624195
283,2.9565217391304346
284,3.2
285,3.0
286,1.9
287,3.2857142857142856
288,3.219150174621653
289,3.3649789029535864
290,3.910828025477707
291,2.3536585365853657
292,3.4087572102779236
293,4.0131147540983605
294,3.0757575757575757
295,2.6842105263157894
296,4.178469095374539
297,3.142857142857143
298,3.1666666666666665
299,3.8807106598984773
300,3.6392491467576793
301,3.2875
302,3.7079646017699117
303,3.0698818897637796
304,3.1923076923076925
305,2.77027027027027
306,4.07635009310987
307,4.007797270955166
308,3.8451776649746194
309,3.793103448275862
310,3.2941176470588234
311,3.1666666666666665
312,2.6196581196581197
313,3.094059405940594
314,3.8461538461538463
315,2.9434889434889433
316,3.374223602484472
317,3.1725409836065572
318,4.443557208488296
319,3.7688391038696536
320,3.161764705882353
321,3.831081081081081
322,3.713235294117647
324,3.7666666666666666
325,2.788732394366197
326,4.1208791208791204
327,2.8653061224489798
328,3.184065934065934
329,3.3742579600647598
330,2.8403361344537816
331,3.4302325581395348
332,2.790625
333,3.375478927203065
334,3.625
335,3.189189189189189
336,2.6
337,3.7193181818181817
338,3.0139751552795033
339,3.5086258179654966
340,3.3529411764705883
341,3.5256410256410255
342,3.513973268529769
343,2.7583333333333333
344,2.982946298984035
345,3.6700819672131146
346,3.4047619047619047
347,3.365740740740741
348,3.6847826086956523
349,3.681710775047259
350,3.4762726488352027
351,3.3484251968503935
352,3.201923076923077
